,Volatility
D,0.01989177051129134
DPZ,0.01989177051129134
DOV,0.01989177051129134
DOW,0.01989177051129134
DHI,0.01989177051129134
DTE,0.01989177051129134
DUK,0.01989177051129134
DD,0.01989177051129134
EMN,0.01989177051129134
ETN,0.01989177051129134
EBAY,0.01989177051129134
ECL,0.01989177051129134
EIX,0.01989177051129134
EW,0.01989177051129134
EA,0.01989177051129134
ELV,0.01989177051129134
EMR,0.01989177051129134
ENPH,0.01989177051129134
ETR,0.01989177051129134
EOG,0.01989177051129134
EPAM,0.01989177051129134
EQT,0.01989177051129134
EFX,0.01989177051129134
EQIX,0.01989177051129134
EQR,0.01989177051129134
ERIE,0.01989177051129134
ESS,0.01989177051129134
EL,0.01989177051129134
EG,0.01989177051129134
EVRG,0.01989177051129134
ES,0.01989177051129134
EXC,0.01989177051129134
EXPE,0.01989177051129134
EXPD,0.01989177051129134
EXR,0.01989177051129134
XOM,0.01989177051129134
FFIV,0.01989177051129134
FDS,0.01989177051129134
FICO,0.01989177051129134
FAST,0.01989177051129134
FRT,0.01989177051129134
FDX,0.01989177051129134
FIS,0.01989177051129134
FITB,0.01989177051129134
FSLR,0.01989177051129134
FE,0.01989177051129134
FI,0.01989177051129134
FMC,0.01989177051129134
F,0.01989177051129134
FTNT,0.01989177051129134
FTV,0.01989177051129134
FOXA,0.01989177051129134
FOX,0.01989177051129134
BEN,0.01989177051129134
FCX,0.01989177051129134
GRMN,0.01989177051129134
IT,0.01989177051129134
GE,0.01989177051129134
GEHC,0.01989177051129134
GEN,0.01989177051129134
GNRC,0.01989177051129134
GD,0.01989177051129134
GIS,0.01989177051129134
GM,0.01989177051129134
GPC,0.01989177051129134
GILD,0.01989177051129134
GPN,0.01989177051129134
GL,0.01989177051129134
GDDY,0.01989177051129134
GS,0.01989177051129134
HAL,0.01989177051129134
HIG,0.01989177051129134
HAS,0.01989177051129134
HCA,0.01989177051129134
DOC,0.01989177051129134
HSIC,0.01989177051129134
HSY,0.01989177051129134
HES,0.01989177051129134
HPE,0.01989177051129134
HLT,0.01989177051129134
HOLX,0.01989177051129134
HD,0.01989177051129134
HON,0.01989177051129134
HRL,0.01989177051129134
HST,0.01989177051129134
HWM,0.01989177051129134
HPQ,0.01989177051129134
HUBB,0.01989177051129134
HUM,0.01989177051129134
HBAN,0.01989177051129134
HII,0.01989177051129134
IBM,0.01989177051129134
IEX,0.01989177051129134
IDXX,0.01989177051129134
ITW,0.01989177051129134
INCY,0.01989177051129134
IR,0.01989177051129134
PODD,0.01989177051129134
INTC,0.01989177051129134
ICE,0.01989177051129134
IFF,0.01989177051129134
IP,0.01989177051129134
IPG,0.01989177051129134
INTU,0.01989177051129134
ISRG,0.01989177051129134
IVZ,0.01989177051129134
INVH,0.01989177051129134
IQV,0.01989177051129134
IRM,0.01989177051129134
JBHT,0.01989177051129134
JBL,0.01989177051129134
JKHY,0.01989177051129134
J,0.01989177051129134
JNJ,0.01989177051129134
JCI,0.01989177051129134
JPM,0.01989177051129134
JNPR,0.01989177051129134
K,0.01989177051129134
KDP,0.01989177051129134
KEY,0.01989177051129134
KEYS,0.01989177051129134
KMB,0.01989177051129134
KIM,0.01989177051129134
KMI,0.01989177051129134
KKR,0.01989177051129134
KLAC,0.01989177051129134
KHC,0.01989177051129134
KR,0.01989177051129134
LHX,0.01989177051129134
LH,0.01989177051129134
LRCX,0.01989177051129134
LW,0.01989177051129134
LVS,0.01989177051129134
LDOS,0.01989177051129134
LEN,0.01989177051129134
LLY,0.01989177051129134
LIN,0.01989177051129134
LYV,0.01989177051129134
LKQ,0.01989177051129134
LMT,0.01989177051129134
L,0.01989177051129134
LOW,0.01989177051129134
LULU,0.01989177051129134
LYB,0.01989177051129134
MTB,0.01989177051129134
MRO,0.01989177051129134
MPC,0.01989177051129134
MKTX,0.01989177051129134
MAR,0.01989177051129134
MMC,0.01989177051129134
MLM,0.01989177051129134
MAS,0.01989177051129134
MA,0.01989177051129134
MTCH,0.01989177051129134
MKC,0.01989177051129134
MCD,0.01989177051129134
MCK,0.01989177051129134
MDT,0.01989177051129134
MRK,0.01989177051129134
META,0.01989177051129134
MET,0.01989177051129134
MTD,0.01989177051129134
MGM,0.01989177051129134
MCHP,0.01989177051129134
MU,0.01989177051129134
MSFT,0.01989177051129134
MAA,0.01989177051129134
MRNA,0.01989177051129134
MHK,0.01989177051129134
MOH,0.01989177051129134
TAP,0.01989177051129134
MDLZ,0.01989177051129134
MPWR,0.01989177051129134
MNST,0.01989177051129134
MCO,0.01989177051129134
MS,0.01989177051129134
MOS,0.01989177051129134
MSI,0.01989177051129134
MSCI,0.01989177051129134
NDAQ,0.01989177051129134
NTAP,0.01989177051129134
NFLX,0.01989177051129134
NEM,0.01989177051129134
NWSA,0.01989177051129134
NWS,0.01989177051129134
NEE,0.01989177051129134
NKE,0.01989177051129134
NI,0.01989177051129134
NDSN,0.01989177051129134
NSC,0.01989177051129134
NTRS,0.01989177051129134
NOC,0.01989177051129134
NCLH,0.01989177051129134
NRG,0.01989177051129134
NUE,0.01989177051129134
NVDA,0.01989177051129134
NVR,0.01989177051129134
NXPI,0.01989177051129134
ORLY,0.01989177051129134
OXY,0.01989177051129134
ODFL,0.01989177051129134
OMC,0.01989177051129134
ON,0.01989177051129134
OKE,0.01989177051129134
ORCL,0.01989177051129134
OTIS,0.01989177051129134
PCAR,0.01989177051129134
PKG,0.01989177051129134
PLTR,0.01989177051129134
PANW,0.01989177051129134
PARA,0.01989177051129134
PH,0.01989177051129134
PAYX,0.01989177051129134
PAYC,0.01989177051129134
PYPL,0.01989177051129134
PNR,0.01989177051129134
PEP,0.01989177051129134
PFE,0.01989177051129134
PCG,0.01989177051129134
PM,0.01989177051129134
PSX,0.01989177051129134
PNW,0.01989177051129134
PNC,0.01989177051129134
POOL,0.01989177051129134
PPG,0.01989177051129134
PPL,0.01989177051129134
PFG,0.01989177051129134
PG,0.01989177051129134
PGR,0.01989177051129134
PLD,0.01989177051129134
PRU,0.01989177051129134
PEG,0.01989177051129134
PTC,0.01989177051129134
PSA,0.01989177051129134
PHM,0.01989177051129134
QRVO,0.01989177051129134
PWR,0.01989177051129134
QCOM,0.01989177051129134
DGX,0.01989177051129134
RL,0.01989177051129134
RJF,0.01989177051129134
RTX,0.01989177051129134
O,0.01989177051129134
REG,0.01989177051129134
REGN,0.01989177051129134
RF,0.01989177051129134
RSG,0.01989177051129134
RMD,0.01989177051129134
RVTY,0.01989177051129134
ROK,0.01989177051129134
ROL,0.01989177051129134
ROP,0.01989177051129134
ROST,0.01989177051129134
RCL,0.01989177051129134
SPGI,0.01989177051129134
CRM,0.01989177051129134
SBAC,0.01989177051129134
SLB,0.01989177051129134
STX,0.01989177051129134
SRE,0.01989177051129134
NOW,0.01989177051129134
SHW,0.01989177051129134
SPG,0.01989177051129134
SWKS,0.01989177051129134
SJM,0.01989177051129134
SNA,0.01989177051129134
SO,0.01989177051129134
LUV,0.01989177051129134
SWK,0.01989177051129134
SBUX,0.01989177051129134
STT,0.01989177051129134
STLD,0.01989177051129134
STE,0.01989177051129134
SYK,0.01989177051129134
SMCI,0.01989177051129134
SYF,0.01989177051129134
SNPS,0.01989177051129134
SYY,0.01989177051129134
TMUS,0.01989177051129134
TROW,0.01989177051129134
TTWO,0.01989177051129134
TPR,0.01989177051129134
TRGP,0.01989177051129134
TGT,0.01989177051129134
TEL,0.01989177051129134
TDY,0.01989177051129134
TFX,0.01989177051129134
TER,0.01989177051129134
TSLA,0.01989177051129134
TXN,0.01989177051129134
TXT,0.01989177051129134
TMO,0.01989177051129134
TJX,0.01989177051129134
TSCO,0.01989177051129134
TT,0.01989177051129134
TDG,0.01989177051129134
TRV,0.01989177051129134
TRMB,0.01989177051129134
TFC,0.01989177051129134
TYL,0.01989177051129134
TSN,0.01989177051129134
USB,0.01989177051129134
UBER,0.01989177051129134
UDR,0.01989177051129134
ULTA,0.01989177051129134
UNP,0.01989177051129134
UAL,0.01989177051129134
UPS,0.01989177051129134
URI,0.01989177051129134
UNH,0.01989177051129134
UHS,0.01989177051129134
VLO,0.01989177051129134
VTR,0.01989177051129134
VRSN,0.01989177051129134
VRSK,0.01989177051129134
VZ,0.01989177051129134
VRTX,0.01989177051129134
VTRS,0.01989177051129134
VICI,0.01989177051129134
V,0.01989177051129134
VST,0.01989177051129134
VMC,0.01989177051129134
WRB,0.01989177051129134
GWW,0.01989177051129134
WAB,0.01989177051129134
WBA,0.01989177051129134
WMT,0.01989177051129134
DIS,0.01989177051129134
WBD,0.01989177051129134
WM,0.01989177051129134
WAT,0.01989177051129134
WEC,0.01989177051129134
WFC,0.01989177051129134
WELL,0.01989177051129134
WST,0.01989177051129134
WDC,0.01989177051129134
WY,0.01989177051129134
WMB,0.01989177051129134
WTW,0.01989177051129134
WYNN,0.01989177051129134
XEL,0.01989177051129134
XYL,0.01989177051129134
YUM,0.01989177051129134
ZBRA,0.01989177051129134
ZBH,0.01989177051129134
ZTS,0.01989177051129134
