,MSE,MAE,MAPE
WM,12.83022641793055,2.9281494140625,1.9633351205698912
WMB,2.2045482913538015,1.2950521883757218,4.631793542164838
WMT,2.3390371222686763,0.9643290644106655,2.182982733007761
WRB,0.7677763390945749,0.7221589129904042,1.8635571984946124
WST,269.59852460954824,13.37760593580163,3.4323155980191187
WTW,26.814649244717753,3.7968272333559763,1.754508297311318
WY,2.818366623662397,1.4488767872685973,4.027007955782319
WYNN,16.97234359544325,3.2419927514117703,4.402712424817458
XEL,1.058341168581998,0.8055373813795005,1.2450153645777036
XOM,6.794595113714381,1.952192986529806,2.7195743695334613
XYL,9.404683729300642,2.224626358695652,2.430339049513189
YUM,7.9978565011011495,2.3435277524201767,2.0223189896726868
ZBH,8.554870630559297,2.2366942695949397,1.8914816311535003
ZBRA,306.395447570053,12.980854598335592,2.910547291092197
ZTS,117.14495370208857,8.619322536302649,4.595716075271894
