Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-06-29,1500.0,1503.300048828125,1486.969970703125,1491.699951171875,1491.699951171875,151000.0,AZO
2021-07-02,1525.81005859375,1551.489990234375,1525.81005859375,1549.449951171875,1549.449951171875,144500.0,AZO
2021-07-08,1534.0799560546875,1546.550048828125,1524.449951171875,1537.47998046875,1537.47998046875,132100.0,AZO
2021-07-14,1558.3399658203125,1582.4100341796875,1554.97998046875,1579.969970703125,1579.969970703125,122700.0,AZO
2021-07-16,1600.0,1612.3299560546875,1593.489990234375,1605.300048828125,1605.300048828125,141900.0,AZO
2021-07-21,1602.9599609375,1608.97998046875,1579.3800048828125,1591.25,1591.25,142100.0,AZO
2021-07-22,1591.8399658203125,1600.0,1580.9100341796875,1593.9000244140625,1593.9000244140625,148000.0,AZO
2021-07-23,1598.0,1632.81005859375,1591.4300537109375,1632.1300048828125,1632.1300048828125,118800.0,AZO
2021-07-26,1629.8800048828125,1633.800048828125,1614.969970703125,1622.1600341796875,1622.1600341796875,149000.0,AZO
2021-07-27,1615.02001953125,1628.2099609375,1600.8499755859375,1624.949951171875,1624.949951171875,130800.0,AZO
2021-07-28,1629.47998046875,1631.2099609375,1606.969970703125,1608.5999755859375,1608.5999755859375,110300.0,AZO
2021-07-29,1615.6800537109375,1633.510009765625,1594.050048828125,1625.9100341796875,1625.9100341796875,142300.0,AZO
2021-07-30,1623.8699951171875,1631.0,1614.010009765625,1623.5699462890625,1623.5699462890625,132200.0,AZO
2021-08-02,1633.43994140625,1638.31005859375,1609.550048828125,1634.010009765625,1634.010009765625,150300.0,AZO
2021-08-03,1628.4200439453125,1666.6300048828125,1628.4200439453125,1660.1099853515625,1660.1099853515625,137800.0,AZO
2021-08-04,1661.8900146484375,1663.75,1634.3900146484375,1644.9000244140625,1644.9000244140625,139100.0,AZO
2021-08-05,1654.1700439453125,1658.030029296875,1625.72998046875,1639.6099853515625,1639.6099853515625,109100.0,AZO
2021-08-06,1637.72998046875,1646.6800537109375,1626.1700439453125,1629.8499755859375,1629.8499755859375,112500.0,AZO
2021-08-09,1632.1500244140625,1636.5999755859375,1612.1300048828125,1616.739990234375,1616.739990234375,109000.0,AZO
2021-08-11,1634.06005859375,1650.0400390625,1633.3699951171875,1637.18994140625,1637.18994140625,104000.0,AZO
2021-08-12,1636.22998046875,1639.22998046875,1619.02001953125,1630.5,1630.5,130200.0,AZO
2021-08-13,1630.1099853515625,1634.6400146484375,1609.0400390625,1612.6099853515625,1612.6099853515625,118800.0,AZO
2021-08-16,1610.0,1635.6400146484375,1607.1300048828125,1633.0699462890625,1633.0699462890625,141000.0,AZO
2021-08-17,1627.4599609375,1630.0,1599.7099609375,1616.469970703125,1616.469970703125,133500.0,AZO
2021-08-18,1614.8499755859375,1632.3199462890625,1607.3900146484375,1613.800048828125,1613.800048828125,114800.0,AZO
2021-08-19,1601.5699462890625,1641.280029296875,1600.0,1632.6400146484375,1632.6400146484375,106800.0,AZO
2021-08-23,1643.5899658203125,1656.2900390625,1617.449951171875,1622.97998046875,1622.97998046875,120300.0,AZO
2021-08-24,1615.969970703125,1624.2900390625,1594.7099609375,1599.97998046875,1599.97998046875,150300.0,AZO
2021-08-25,1597.4200439453125,1617.219970703125,1588.739990234375,1613.4100341796875,1613.4100341796875,123300.0,AZO
2021-08-26,1607.93994140625,1607.93994140625,1586.7900390625,1588.9000244140625,1588.9000244140625,151100.0,AZO
2021-09-03,1516.3800048828125,1540.3399658203125,1508.8599853515625,1537.25,1537.25,149600.0,AZO
2021-09-07,1529.989990234375,1545.3800048828125,1522.9599609375,1526.219970703125,1526.219970703125,131300.0,AZO
2021-09-08,1529.18994140625,1558.06005859375,1521.010009765625,1556.3499755859375,1556.3499755859375,152200.0,AZO
2021-09-09,1557.22998046875,1564.699951171875,1547.3199462890625,1551.8900146484375,1551.8900146484375,119300.0,AZO
2021-09-10,1557.9200439453125,1567.3699951171875,1548.8499755859375,1550.56005859375,1550.56005859375,117300.0,AZO
2021-09-16,1605.449951171875,1616.1700439453125,1591.050048828125,1607.4200439453125,1607.4200439453125,135800.0,AZO
2021-10-08,1681.0799560546875,1699.300048828125,1666.7099609375,1681.3699951171875,1681.3699951171875,125800.0,AZO
2021-10-11,1680.18994140625,1697.469970703125,1674.030029296875,1674.0799560546875,1674.0799560546875,109800.0,AZO
2021-10-12,1677.31005859375,1679.8199462890625,1657.22998046875,1677.2900390625,1677.2900390625,124800.0,AZO
2021-10-13,1675.25,1687.989990234375,1649.5899658203125,1683.0799560546875,1683.0799560546875,140800.0,AZO
2021-10-14,1689.4300537109375,1719.969970703125,1685.97998046875,1717.550048828125,1717.550048828125,147800.0,AZO
2021-10-25,1839.2099609375,1844.989990234375,1812.22998046875,1821.0899658203125,1821.0899658203125,142500.0,AZO
2021-10-26,1828.300048828125,1833.0,1812.0999755859375,1826.0,1826.0,139000.0,AZO
2021-10-27,1824.8800048828125,1837.5400390625,1817.8399658203125,1825.8599853515625,1825.8599853515625,138000.0,AZO
2021-11-03,1791.27001953125,1799.31005859375,1768.719970703125,1791.6800537109375,1791.6800537109375,140000.0,AZO
2021-11-04,1799.3800048828125,1832.489990234375,1794.760009765625,1809.050048828125,1809.050048828125,145900.0,AZO
2021-11-05,1822.3699951171875,1830.0,1802.27001953125,1817.93994140625,1817.93994140625,116100.0,AZO
2021-11-08,1826.550048828125,1835.0,1799.0899658203125,1820.9300537109375,1820.9300537109375,140100.0,AZO
2021-11-11,1878.5899658203125,1904.0,1876.1099853515625,1886.8900146484375,1886.8900146484375,129500.0,AZO
2021-11-12,1896.449951171875,1904.8399658203125,1880.1800537109375,1886.22998046875,1886.22998046875,120500.0,AZO
2021-11-15,1895.239990234375,1921.3699951171875,1886.0899658203125,1911.8399658203125,1911.8399658203125,153200.0,AZO
2021-11-16,1907.1600341796875,1941.3599853515625,1905.0799560546875,1911.280029296875,1911.280029296875,140300.0,AZO
2021-11-17,1920.0,1922.3499755859375,1892.5,1893.8399658203125,1893.8399658203125,122300.0,AZO
2021-11-18,1893.8399658203125,1893.8399658203125,1873.239990234375,1875.8499755859375,1875.8499755859375,138500.0,AZO
2021-11-22,1860.280029296875,1875.8900146484375,1851.3800048828125,1864.8800048828125,1864.8800048828125,114400.0,AZO
2021-11-23,1874.1500244140625,1883.780029296875,1849.5699462890625,1880.0999755859375,1880.0999755859375,119300.0,AZO
2021-11-24,1866.3199462890625,1870.43994140625,1852.0,1855.050048828125,1855.050048828125,122900.0,AZO
2021-11-26,1836.510009765625,1843.1400146484375,1806.8900146484375,1814.1800537109375,1814.1800537109375,90600.0,AZO
2021-11-29,1828.0999755859375,1855.4300537109375,1815.8199462890625,1838.68994140625,1838.68994140625,137300.0,AZO
2021-12-01,1835.5699462890625,1861.1500244140625,1806.8299560546875,1806.8299560546875,1806.8299560546875,139000.0,AZO
2021-12-02,1817.5899658203125,1873.8599853515625,1816.02001953125,1868.2900390625,1868.2900390625,146900.0,AZO
2021-12-21,2012.0999755859375,2012.0999755859375,1975.0,1990.3699951171875,1990.3699951171875,124600.0,AZO
2021-12-22,1989.6300048828125,2028.0,1989.4200439453125,2024.1600341796875,2024.1600341796875,92800.0,AZO
2021-12-23,2027.0400390625,2039.510009765625,2007.5999755859375,2014.5,2014.5,103100.0,AZO
2021-12-27,2014.97998046875,2047.8900146484375,2004.739990234375,2047.06005859375,2047.06005859375,72500.0,AZO
2021-12-28,2048.389892578125,2064.169921875,2037.4000244140625,2059.93994140625,2059.93994140625,83900.0,AZO
2021-12-29,2067.64990234375,2110.0,2058.280029296875,2104.0400390625,2104.0400390625,100800.0,AZO
2021-12-30,2103.0,2107.2099609375,2076.8798828125,2084.52001953125,2084.52001953125,76200.0,AZO
2021-12-31,2083.68994140625,2107.89990234375,2069.3701171875,2096.389892578125,2096.389892578125,105700.0,AZO
2022-01-03,2077.489990234375,2089.18994140625,2024.5,2045.1099853515625,2045.1099853515625,150300.0,AZO
2022-01-04,2058.18994140625,2098.389892578125,2046.8699951171875,2080.25,2080.25,148100.0,AZO
2022-01-06,2046.8399658203125,2075.800048828125,2040.3499755859375,2062.489990234375,2062.489990234375,135500.0,AZO
2022-01-07,2044.3399658203125,2049.2099609375,2006.300048828125,2014.77001953125,2014.77001953125,130500.0,AZO
2022-01-10,1997.6700439453125,2015.010009765625,1960.030029296875,2012.6600341796875,2012.6600341796875,147000.0,AZO
2022-01-11,2012.6600341796875,2025.239990234375,1975.02001953125,2000.97998046875,2000.97998046875,139000.0,AZO
2022-01-13,2058.0400390625,2077.070068359375,2042.5999755859375,2048.39990234375,2048.39990234375,115000.0,AZO
2022-01-14,2030.0,2057.7099609375,2020.1199951171875,2033.47998046875,2033.47998046875,123200.0,AZO
2022-01-19,1981.0899658203125,1991.969970703125,1945.18994140625,1945.8900146484375,1945.8900146484375,120500.0,AZO
2022-01-20,1957.4000244140625,1988.6800537109375,1930.219970703125,1932.7099609375,1932.7099609375,151400.0,AZO
2022-02-09,2035.8800048828125,2047.43994140625,1995.0,2005.31005859375,2005.31005859375,142200.0,AZO
2022-02-15,1936.77001953125,1938.5799560546875,1913.81005859375,1933.9000244140625,1933.9000244140625,152300.0,AZO
2022-02-16,1929.989990234375,1947.6700439453125,1901.5400390625,1927.469970703125,1927.469970703125,137400.0,AZO
2022-02-17,1919.81005859375,1933.1099853515625,1885.0,1893.1099853515625,1893.1099853515625,133400.0,AZO
2022-02-18,1886.6400146484375,1931.969970703125,1886.6400146484375,1920.010009765625,1920.010009765625,122000.0,AZO
2022-03-10,1865.8299560546875,1870.9100341796875,1844.3699951171875,1867.9000244140625,1867.9000244140625,122600.0,AZO
2022-03-11,1870.719970703125,1894.6800537109375,1860.43994140625,1864.5899658203125,1864.5899658203125,98000.0,AZO
2022-04-12,2163.47998046875,2186.389892578125,2152.9599609375,2168.43994140625,2168.43994140625,143500.0,AZO
2022-04-13,2160.050048828125,2172.179931640625,2136.830078125,2171.429931640625,2171.429931640625,132200.0,AZO
2022-04-14,2179.43994140625,2193.7099609375,2164.60009765625,2164.60009765625,2164.60009765625,91100.0,AZO
2022-04-18,2152.199951171875,2190.8798828125,2145.080078125,2174.64990234375,2174.64990234375,139500.0,AZO
2022-04-19,2178.39990234375,2202.030029296875,2169.0400390625,2196.7900390625,2196.7900390625,121900.0,AZO
2022-04-21,2261.27001953125,2267.39990234375,2227.10009765625,2233.31005859375,2233.31005859375,122600.0,AZO
2022-04-22,2212.280029296875,2212.590087890625,2155.02001953125,2160.27001953125,2160.27001953125,149400.0,AZO
2022-04-27,2193.239990234375,2225.0,2174.0,2181.340087890625,2181.340087890625,152600.0,AZO
2022-05-03,2002.47998046875,2014.0,1962.260009765625,1976.2900390625,1976.2900390625,141800.0,AZO
2022-05-05,2039.8699951171875,2043.1099853515625,1954.4000244140625,1973.0899658203125,1973.0899658203125,138900.0,AZO
2022-05-16,1988.3399658203125,2034.0999755859375,1970.3699951171875,2023.489990234375,2023.489990234375,133600.0,AZO
2022-06-02,2046.5899658203125,2062.909912109375,1996.93994140625,2061.300048828125,2061.300048828125,136900.0,AZO
2022-06-03,2044.739990234375,2070.300048828125,2040.719970703125,2058.0400390625,2058.0400390625,94900.0,AZO
2022-06-06,2070.9599609375,2107.429931640625,2051.60009765625,2099.06005859375,2099.06005859375,149500.0,AZO
2022-06-07,2080.0,2121.719970703125,2065.22998046875,2119.97998046875,2119.97998046875,120500.0,AZO
2022-06-08,2096.2099609375,2120.6298828125,2089.389892578125,2092.35009765625,2092.35009765625,104600.0,AZO
2022-06-09,2082.300048828125,2130.5,2082.300048828125,2101.14990234375,2101.14990234375,133400.0,AZO
2022-06-10,2066.169921875,2084.7900390625,2050.7099609375,2064.4599609375,2064.4599609375,112900.0,AZO
2022-06-21,2026.239990234375,2037.760009765625,1980.739990234375,2032.1199951171875,2032.1199951171875,151400.0,AZO
2022-06-22,2043.550048828125,2090.909912109375,2013.280029296875,2071.6201171875,2071.6201171875,144600.0,AZO
2022-06-29,2127.5,2165.0400390625,2106.27001953125,2140.0,2140.0,137900.0,AZO
2022-07-01,2148.610107421875,2165.06005859375,2114.050048828125,2159.81005859375,2159.81005859375,110800.0,AZO
2022-07-07,2170.010009765625,2177.320068359375,2133.110107421875,2168.60009765625,2168.60009765625,113900.0,AZO
2022-07-08,2177.85009765625,2210.159912109375,2166.580078125,2182.3701171875,2182.3701171875,149300.0,AZO
2022-07-11,2188.239990234375,2189.22998046875,2160.010009765625,2160.010009765625,2160.010009765625,129000.0,AZO
2022-07-12,2164.889892578125,2190.6298828125,2152.070068359375,2158.60009765625,2158.60009765625,96000.0,AZO
2022-07-13,2155.840087890625,2197.830078125,2155.840087890625,2174.889892578125,2174.889892578125,120700.0,AZO
2022-07-15,2198.080078125,2218.85009765625,2169.8701171875,2215.030029296875,2215.030029296875,152000.0,AZO
2022-07-18,2228.320068359375,2246.409912109375,2180.18994140625,2191.800048828125,2191.800048828125,132300.0,AZO
2022-07-20,2224.81005859375,2234.8798828125,2182.7900390625,2194.530029296875,2194.530029296875,143200.0,AZO
2022-07-22,2139.889892578125,2163.030029296875,2136.929931640625,2147.6201171875,2147.6201171875,146700.0,AZO
2022-07-25,2148.840087890625,2169.330078125,2135.360107421875,2144.8701171875,2144.8701171875,118100.0,AZO
2022-07-27,2102.860107421875,2144.9599609375,2064.22998046875,2132.669921875,2132.669921875,137300.0,AZO
2022-08-01,2119.530029296875,2170.52001953125,2113.820068359375,2161.360107421875,2161.360107421875,126200.0,AZO
2022-08-02,2164.469970703125,2164.469970703125,2127.239990234375,2153.919921875,2153.919921875,144600.0,AZO
2022-08-05,2152.27001953125,2196.639892578125,2148.93994140625,2195.18994140625,2195.18994140625,92400.0,AZO
2022-08-08,2200.0400390625,2230.639892578125,2200.0400390625,2218.669921875,2218.669921875,90700.0,AZO
2022-08-09,2228.18994140625,2241.52001953125,2199.919921875,2222.510009765625,2222.510009765625,111200.0,AZO
2022-08-10,2249.10009765625,2250.35009765625,2208.820068359375,2223.27001953125,2223.27001953125,143000.0,AZO
2022-08-11,2233.22998046875,2244.110107421875,2219.89990234375,2230.830078125,2230.830078125,101600.0,AZO
2022-08-12,2230.610107421875,2259.22998046875,2221.72998046875,2259.179931640625,2259.179931640625,129300.0,AZO
2022-08-15,2259.989990234375,2293.18994140625,2245.050048828125,2285.9599609375,2285.9599609375,116900.0,AZO
2022-08-18,2318.070068359375,2353.18994140625,2308.60009765625,2320.090087890625,2320.090087890625,133300.0,AZO
2022-08-19,2320.0,2340.840087890625,2310.929931640625,2332.090087890625,2332.090087890625,121300.0,AZO
2022-08-22,2321.93994140625,2344.590087890625,2309.72998046875,2310.669921875,2310.669921875,118500.0,AZO
2022-08-23,2308.0,2318.639892578125,2287.9599609375,2291.489990234375,2291.489990234375,97800.0,AZO
2022-08-25,2223.9599609375,2227.340087890625,2182.080078125,2223.60009765625,2223.60009765625,134800.0,AZO
2022-08-26,2234.47998046875,2234.47998046875,2162.219970703125,2163.02001953125,2163.02001953125,118700.0,AZO
2022-08-29,2145.070068359375,2186.7900390625,2138.7900390625,2167.360107421875,2167.360107421875,124800.0,AZO
2022-08-30,2167.360107421875,2169.10009765625,2131.93994140625,2137.02001953125,2137.02001953125,96400.0,AZO
2022-09-01,2115.659912109375,2146.639892578125,2110.679931640625,2145.590087890625,2145.590087890625,133500.0,AZO
2022-09-02,2150.830078125,2160.989990234375,2112.35009765625,2120.8798828125,2120.8798828125,137200.0,AZO
2022-09-06,2121.14990234375,2145.72998046875,2119.080078125,2130.860107421875,2130.860107421875,119800.0,AZO
2022-09-07,2147.64990234375,2197.860107421875,2144.52001953125,2197.06005859375,2197.06005859375,130200.0,AZO
2022-09-08,2182.909912109375,2200.090087890625,2165.7900390625,2193.25,2193.25,114800.0,AZO
2022-09-09,2195.75,2214.800048828125,2177.6298828125,2199.080078125,2199.080078125,111000.0,AZO
2022-09-12,2202.97998046875,2222.169921875,2202.97998046875,2220.3798828125,2220.3798828125,137500.0,AZO
2022-09-13,2200.0,2200.199951171875,2133.5,2138.360107421875,2138.360107421875,152700.0,AZO
2022-09-14,2153.239990234375,2153.239990234375,2105.7099609375,2133.010009765625,2133.010009765625,141500.0,AZO
2022-09-21,2150.510009765625,2172.39990234375,2102.60009765625,2104.02001953125,2104.02001953125,146900.0,AZO
2022-09-28,2120.659912109375,2179.25,2107.659912109375,2169.43994140625,2169.43994140625,143500.0,AZO
2022-09-29,2150.93994140625,2161.6201171875,2131.760009765625,2159.02001953125,2159.02001953125,125900.0,AZO
2022-10-03,2163.35009765625,2205.85009765625,2157.75,2197.7099609375,2197.7099609375,141300.0,AZO
2022-10-04,2206.300048828125,2219.010009765625,2177.699951171875,2205.030029296875,2205.030029296875,136900.0,AZO
2022-10-07,2213.9599609375,2213.9599609375,2165.860107421875,2174.0,2174.0,139700.0,AZO
2022-10-10,2175.64990234375,2235.75,2165.050048828125,2233.5400390625,2233.5400390625,138600.0,AZO
2022-10-17,2261.0,2305.0,2258.080078125,2289.7900390625,2289.7900390625,141300.0,AZO
2022-10-19,2314.9599609375,2330.070068359375,2283.110107421875,2289.800048828125,2289.800048828125,133100.0,AZO
2022-10-26,2434.889892578125,2450.0,2401.2099609375,2423.679931640625,2423.679931640625,125000.0,AZO
2022-11-01,2554.52001953125,2554.52001953125,2525.7099609375,2535.0,2535.0,130300.0,AZO
2022-11-03,2473.300048828125,2499.510009765625,2440.02001953125,2478.4599609375,2478.4599609375,123100.0,AZO
2022-11-07,2460.52001953125,2524.199951171875,2454.35009765625,2505.010009765625,2505.010009765625,89800.0,AZO
2022-11-08,2503.699951171875,2525.18994140625,2469.6298828125,2495.60009765625,2495.60009765625,101600.0,AZO
2022-11-09,2496.300048828125,2507.050048828125,2464.030029296875,2464.889892578125,2464.889892578125,108500.0,AZO
2022-11-14,2416.77001953125,2479.27001953125,2400.719970703125,2446.8798828125,2446.8798828125,143500.0,AZO
2022-11-17,2432.18994140625,2449.25,2404.820068359375,2420.820068359375,2420.820068359375,120700.0,AZO
2022-11-18,2434.47998046875,2462.320068359375,2421.1201171875,2460.840087890625,2460.840087890625,98500.0,AZO
2022-11-21,2477.75,2510.969970703125,2460.8798828125,2501.0,2501.0,100600.0,AZO
2022-11-22,2519.800048828125,2537.1201171875,2507.0,2528.81005859375,2528.81005859375,79200.0,AZO
2022-11-23,2527.989990234375,2538.5400390625,2512.389892578125,2516.580078125,2516.580078125,95100.0,AZO
2022-11-25,2535.60009765625,2575.2900390625,2526.77001953125,2562.1201171875,2562.1201171875,60800.0,AZO
2022-11-28,2558.669921875,2572.449951171875,2537.889892578125,2545.97998046875,2545.97998046875,132700.0,AZO
2022-11-29,2550.0,2570.0,2520.77001953125,2556.050048828125,2556.050048828125,124100.0,AZO
2022-12-01,2609.2900390625,2610.050048828125,2539.280029296875,2552.969970703125,2552.969970703125,126000.0,AZO
2022-12-02,2541.510009765625,2579.68994140625,2539.360107421875,2571.590087890625,2571.590087890625,152600.0,AZO
2022-12-08,2454.330078125,2497.800048828125,2454.330078125,2488.89990234375,2488.89990234375,132100.0,AZO
2022-12-09,2480.0,2491.800048828125,2449.31005859375,2454.989990234375,2454.989990234375,124700.0,AZO
2022-12-12,2475.239990234375,2475.780029296875,2435.070068359375,2451.949951171875,2451.949951171875,123200.0,AZO
2022-12-20,2377.97998046875,2400.0,2368.4599609375,2384.14990234375,2384.14990234375,112600.0,AZO
2022-12-21,2392.0,2434.360107421875,2364.919921875,2430.47998046875,2430.47998046875,138100.0,AZO
2022-12-22,2416.27001953125,2416.27001953125,2377.02001953125,2403.860107421875,2403.860107421875,119600.0,AZO
2022-12-23,2393.89990234375,2440.60009765625,2393.89990234375,2430.64990234375,2430.64990234375,66200.0,AZO
2022-12-27,2434.610107421875,2465.389892578125,2429.780029296875,2454.320068359375,2454.320068359375,83900.0,AZO
2022-12-28,2450.0,2481.010009765625,2450.0,2461.6298828125,2461.6298828125,100400.0,AZO
2022-12-29,2470.489990234375,2489.60009765625,2452.7900390625,2464.3798828125,2464.3798828125,74800.0,AZO
2022-12-30,2464.47998046875,2471.570068359375,2452.18994140625,2466.179931640625,2466.179931640625,69400.0,AZO
2020-12-24,153.57000732421875,153.9499969482422,152.1999969482422,153.39999389648438,144.75331115722656,82200.0,AVY
2021-10-12,168.22999572753906,173.02000427246094,168.0,171.42999267578125,171.42999267578125,141400.0,AXON
2020-12-24,80.23500061035156,80.77999877929688,79.71749877929688,80.40499877929688,79.27664947509766,119600.0,TECH
2020-11-06,328.8999938964844,328.8999938964844,328.8999938964844,328.8999938964844,328.8999938964844,600.0,BIIB
2020-11-27,2067.860107421875,2083.719970703125,2048.280029296875,2052.669921875,2038.002197265625,117200.0,BKNG
2021-10-11,2480.489990234375,2507.909912109375,2463.18994140625,2467.409912109375,2449.77880859375,150500.0,BKNG
2021-10-25,2397.840087890625,2420.52001953125,2371.81005859375,2412.97998046875,2395.737548828125,142400.0,BKNG
2021-10-28,2426.02001953125,2431.239990234375,2395.590087890625,2429.77001953125,2412.40771484375,149400.0,BKNG
2021-12-28,2387.06005859375,2414.919921875,2365.050048828125,2386.909912109375,2369.853759765625,146000.0,BKNG
2021-12-29,2388.949951171875,2410.93994140625,2374.0,2384.679931640625,2367.639892578125,103000.0,BKNG
2020-02-26,55.84000015258789,56.56999969482422,53.540000915527344,54.38999938964844,54.38999938964844,0.0,CNC
2020-08-14,215.67999267578125,217.69000244140625,212.83999633789065,214.4900054931641,214.4900054931641,152600.0,CRL
2020-08-28,216.66000366210935,218.2400054931641,216.1999969482422,217.4600067138672,217.4600067138672,143300.0,CRL
2020-10-26,229.97999572753903,232.02999877929688,227.3999938964844,230.17999267578125,230.17999267578125,142700.0,CRL
2020-11-27,226.3500061035156,230.16000366210935,226.07000732421875,230.16000366210935,230.16000366210935,73000.0,CRL
2020-12-24,251.7899932861328,252.77999877929688,250.07000732421875,251.7100067138672,251.7100067138672,150800.0,CRL
2021-12-29,372.6199951171875,375.2699890136719,371.0,373.4200134277344,373.4200134277344,136800.0,CRL
2022-11-25,241.02999877929688,243.27000427246097,239.42999267578125,242.9199981689453,242.9199981689453,124500.0,CRL
2020-07-31,170.2100067138672,170.2100067138672,170.2100067138672,170.2100067138672,141.96287536621094,0.0,CCI
2020-01-15,228.1499938964844,231.2100067138672,228.11000061035156,228.7100067138672,228.7100067138672,148600.0,EPAM
2020-02-07,233.4499969482422,234.1699981689453,231.4199981689453,233.02000427246097,233.02000427246097,127000.0,EPAM
2020-06-01,230.0,234.88999938964844,229.1499938964844,233.86000061035156,233.86000061035156,152300.0,EPAM
2020-07-15,257.2799987792969,260.2699890136719,255.33999633789065,260.07000732421875,260.07000732421875,139800.0,EPAM
